DT_DEBUT_MOIS,ID_REGN_ADMIN,CD_CATGR_NATR,CD_NATR_ACTE_JURDQ,NB_REQST
2024-01-01,"11","028","635",7
2024-01-01,"11","028","637",2
2024-01-01,"12","026","063",1
2024-01-01,"12","027","249",8
2024-01-01,"12","028","635",4
2024-01-01,"12","028","637",16
2024-01-01,"13","027","249",4
2024-01-01,"13","028","635",1
2024-01-01,"13","028","637",20
2024-01-01,"14","026","063",1
2024-01-01,"14","027","249",5
2024-01-01,"14","028","635",17
2024-01-01,"14","028","637",24
2024-01-01,"15","026","063",1
2024-01-01,"15","027","249",18
2024-01-01,"15","028","635",13
2024-01-01,"15","028","637",49
2024-01-01,"16","025","026",2
2024-01-01,"16","026","063",1
2024-01-01,"16","027","249",67
2024-01-01,"16","028","635",21
2024-01-01,"16","028","637",59
2024-01-01,"16","029","225",2
2024-01-01,"17","026","063",1
2024-01-01,"17","027","249",2
2024-01-01,"17","028","635",3
2024-01-01,"17","028","637",10
2024-02-01,"01","027","249",1
2024-02-01,"01","028","635",5
2024-02-01,"01","028","637",6
2024-02-01,"01","029","225",1
2024-02-01,"02","027","249",1
2024-02-01,"02","028","635",5
2024-02-01,"02","028","637",16
2024-02-01,"03","026","063",3
2024-02-01,"03","027","249",12
2024-02-01,"03","028","635",11
2024-02-01,"03","028","637",20
2024-02-01,"03","029","225",2
2024-02-01,"04","026","063",2
2024-02-01,"04","027","249",9
2024-02-01,"04","028","635",3
2024-02-01,"04","028","637",18
2024-02-01,"05","026","063",1
2024-02-01,"05","027","249",1
2024-02-01,"05","028","635",3
2024-02-01,"05","028","637",17
2024-02-01,"05","029","225",2
2024-02-01,"06","027","249",45
2024-02-01,"06","028","635",21
2024-02-01,"06","028","637",85
2024-02-01,"06","029","225",10
2024-02-01,"07","027","249",8
2024-02-01,"07","028","635",7
2024-02-01,"07","028","637",25
2024-02-01,"07","029","225",4
2024-02-01,"08","025","026",2
2024-02-01,"08","026","063",1
2024-02-01,"08","028","635",1
2024-02-01,"08","028","637",4
2024-02-01,"08","029","225",1
2024-02-01,"09","025","026",1
2024-02-01,"09","026","063",1
2024-02-01,"09","028","635",3
2024-02-01,"09","028","637",7
2024-02-01,"09","029","225",1
2024-02-01,"11","025","026",2
2024-02-01,"11","027","249",4
2024-02-01,"11","028","635",1
2024-02-01,"11","028","637",11
2024-02-01,"11","029","225",1
2024-02-01,"12","027","249",7
2024-02-01,"12","028","635",4
2024-02-01,"12","028","637",18
2024-02-01,"12","029","225",3
2024-02-01,"13","027","249",8
2024-02-01,"13","028","635",5
2024-02-01,"13","028","637",22
2024-02-01,"13","029","225",1
2024-02-01,"14","026","063",1
2024-02-01,"14","027","249",9
2024-02-01,"14","028","635",13
2024-02-01,"14","028","637",35
2024-02-01,"14","029","225",4
2024-02-01,"15","025","026",2
2024-02-01,"15","026","063",2
2024-02-01,"15","027","249",22
2024-02-01,"15","028","635",9
2024-02-01,"15","028","637",59
2024-02-01,"15","029","225",4
2024-02-01,"16","025","026",3
2024-02-01,"16","026","063",1
2024-02-01,"16","027","249",32
2024-02-01,"16","028","635",23
2024-02-01,"16","028","637",80
2024-02-01,"16","029","225",8
2024-02-01,"17","026","063",1
2024-02-01,"17","027","249",1
2024-02-01,"17","028","635",9
2024-02-01,"17","028","637",9
2024-02-01,"17","029","225",1
2024-03-01,"01","025","026",1
2024-03-01,"01","026","063",2
2024-03-01,"01","027","249",3
2024-03-01,"01","028","635",3
2024-03-01,"01","028","637",10
2024-03-01,"01","029","225",1
2024-03-01,"02","025","026",1
2024-03-01,"02","027","249",3
2024-03-01,"02","028","635",5
2024-03-01,"02","028","637",18
2024-03-01,"03","025","026",1
2024-03-01,"03","026","063",2
2024-03-01,"03","027","249",12
2024-03-01,"03","028","635",9
2024-03-01,"03","028","637",31
2024-03-01,"03","029","225",2
2024-03-01,"04","025","026",1
2024-03-01,"04","027","249",3
2024-03-01,"04","028","635",4
2024-03-01,"04","028","637",17
2024-03-01,"04","029","225",2
2024-03-01,"05","025","026",1
2024-03-01,"05","026","063",6
2024-03-01,"05","027","249",4
2024-03-01,"05","028","635",3
2024-03-01,"05","028","637",14
2024-03-01,"05","029","225",1
2024-03-01,"06","027","249",41
2024-03-01,"06","028","635",17
2024-03-01,"06","028","637",76
2024-03-01,"06","029","225",5
2024-03-01,"07","027","249",8
2024-03-01,"07","028","635",5
2024-03-01,"07","028","637",13
2024-03-01,"07","029","225",2
2024-03-01,"08","025","026",1
2024-03-01,"08","027","249",2
2024-03-01,"08","028","635",2
2024-03-01,"08","028","637",9
2024-03-01,"09","027","249",1
2024-03-01,"09","028","637",3
2024-03-01,"11","025","026",3
2024-03-01,"11","026","063",1
2024-03-01,"11","027","249",1
2024-03-01,"11","028","635",3
2024-03-01,"11","028","637",6
2024-03-01,"12","025","026",4
2024-03-01,"12","026","063",1
2024-03-01,"12","027","249",6
2024-03-01,"12","028","635",6
2024-03-01,"12","028","637",24
2024-03-01,"13","027","249",3
2024-03-01,"13","028","635",3
2024-03-01,"13","028","637",14
2024-03-01,"13","029","225",1
2024-03-01,"14","025","026",1
2024-03-01,"14","026","063",2
2024-03-01,"14","027","249",5
2024-03-01,"14","028","635",11
2024-03-01,"14","028","637",26
2024-03-01,"14","029","225",5
2024-03-01,"15","026","063",3
2024-03-01,"15","027","249",23
2024-03-01,"15","028","635",14
2024-03-01,"15","028","637",49
2024-03-01,"15","029","225",3
2024-03-01,"16","025","026",2
2024-03-01,"16","026","063",1
2024-03-01,"16","027","249",27
2024-03-01,"16","028","635",19
2024-03-01,"16","028","637",58
2024-03-01,"16","029","225",4
2024-03-01,"17","028","637",9
2024-03-01,"17","029","225",1
2024-04-01,"01","025","026",12
2024-04-01,"01","026","063",3
2024-04-01,"01","027","249",4
2024-04-01,"01","028","635",3
2024-04-01,"01","028","637",9
2024-04-01,"01","029","225",1
2024-04-01,"02","025","026",3
2024-04-01,"02","027","249",4
2024-04-01,"02","028","635",6
2024-04-01,"02","028","637",11
2024-04-01,"02","029","225",4
2024-04-01,"03","025","026",4
2024-04-01,"03","026","063",1
2024-04-01,"03","027","249",5
2024-04-01,"03","028","635",8
2024-04-01,"03","028","637",34
2024-04-01,"04","025","026",5
2024-04-01,"04","027","249",3
2024-04-01,"04","028","635",4
2024-04-01,"04","028","637",14
2024-04-01,"04","029","225",1
2024-04-01,"05","025","026",5
2024-04-01,"05","027","249",3
2024-04-01,"05","028","635",1
2024-04-01,"05","028","637",14
2024-04-01,"05","029","225",2
2024-04-01,"06","025","026",1
2024-04-01,"06","027","249",50
2024-04-01,"06","028","635",31
2024-04-01,"06","028","637",92
2024-04-01,"06","029","225",6
2024-04-01,"07","025","026",1
2024-04-01,"07","027","249",6
2024-04-01,"07","028","635",7
2024-04-01,"07","028","637",26
2024-04-01,"07","029","225",3
2024-04-01,"08","025","026",2
2024-04-01,"08","026","063",1
2024-04-01,"08","028","635",6
2024-04-01,"08","028","637",7
2024-04-01,"08","029","225",1
2024-04-01,"09","025","026",3
2024-04-01,"09","026","063",2
2024-04-01,"09","027","249",3
2024-04-01,"09","028","637",9
2024-04-01,"09","029","225",1
2024-04-01,"11","025","026",2
2024-04-01,"11","026","063",1
2024-04-01,"11","027","249",1
2024-04-01,"11","028","635",1
2024-04-01,"11","028","637",2
2024-04-01,"11","029","225",3
2024-04-01,"12","025","026",6
2024-04-01,"12","026","063",2
2024-04-01,"12","027","249",4
2024-04-01,"12","028","635",4
2024-04-01,"12","028","637",19
2024-04-01,"12","029","225",2
2024-04-01,"13","027","249",8
2024-04-01,"13","028","635",7
2024-04-01,"13","028","637",24
2024-04-01,"13","029","225",1
2024-04-01,"14","025","026",7
2024-04-01,"14","026","063",1
2024-04-01,"14","027","249",7
2024-04-01,"14","028","635",8
2024-04-01,"14","028","637",45
2024-04-01,"14","029","225",5
2024-04-01,"15","025","026",4
2024-04-01,"15","026","063",2
2024-04-01,"15","027","249",21
2024-04-01,"15","028","635",16
2024-04-01,"15","028","637",46
2024-04-01,"15","029","225",8
2024-04-01,"16","025","026",17
2024-04-01,"16","027","249",33
2024-04-01,"16","028","635",20
2024-04-01,"16","028","637",85
2024-04-01,"16","029","225",6
2024-04-01,"17","025","026",8
2024-04-01,"17","026","063",1
2024-04-01,"17","027","249",2
2024-04-01,"17","028","635",4
2024-04-01,"17","028","637",13
2024-04-01,"17","029","225",1
2024-05-01,"01","025","026",1
2024-05-01,"01","027","249",2
2024-05-01,"01","028","635",3
2024-05-01,"01","028","637",2
2024-05-01,"02","025","026",2
2024-05-01,"02","027","249",4
2024-05-01,"02","028","635",2
2024-05-01,"02","028","637",13
2024-05-01,"03","025","026",1
2024-05-01,"03","026","063",1
2024-05-01,"03","027","249",7
2024-05-01,"03","028","635",5
2024-05-01,"03","028","637",38
2024-05-01,"03","029","225",5
2024-05-01,"04","025","026",2
2024-05-01,"04","026","063",1
2024-05-01,"04","027","249",6
2024-05-01,"04","028","635",7
2024-05-01,"04","028","637",13
2024-05-01,"05","025","026",1
2024-05-01,"05","026","063",1
2024-05-01,"05","027","249",2
2024-05-01,"05","028","635",3
2024-05-01,"05","028","637",7
2024-05-01,"06","025","026",1
2024-05-01,"06","026","063",1
2024-05-01,"06","027","249",42
2024-05-01,"06","028","635",14
2024-05-01,"06","028","637",83
2024-05-01,"06","029","225",3
2024-05-01,"07","027","249",9
2024-05-01,"07","028","635",4
2024-05-01,"07","028","637",17
2024-05-01,"07","029","225",5
2024-05-01,"08","027","249",3
2024-05-01,"08","028","635",4
2024-05-01,"08","028","637",5
2024-05-01,"08","029","225",3
2024-05-01,"09","025","026",1
2024-05-01,"09","026","063",2
2024-05-01,"09","028","635",2
2024-05-01,"09","028","637",5
2024-05-01,"11","025","026",1
2024-05-01,"11","027","249",2
2024-05-01,"11","028","635",2
2024-05-01,"11","028","637",1
2024-05-01,"12","025","026",3
2024-05-01,"12","026","063",2
2024-05-01,"12","027","249",6
2024-05-01,"12","028","635",7
2024-05-01,"12","028","637",13
2024-05-01,"12","029","225",4
2024-05-01,"13","027","249",5
2024-05-01,"13","028","635",5
2024-05-01,"13","028","637",14
2024-05-01,"14","026","063",1
2024-05-01,"14","027","249",12
2024-05-01,"14","028","635",5
2024-05-01,"14","028","636",1
2024-05-01,"14","028","637",25
2024-05-01,"14","029","225",4
2024-05-01,"15","025","026",1
2024-05-01,"15","026","063",2
2024-05-01,"15","027","249",17
2024-05-01,"15","028","635",19
2024-05-01,"15","028","637",40
2024-05-01,"15","029","225",2
2024-05-01,"16","025","026",10
2024-05-01,"16","026","063",3
2024-05-01,"16","027","249",24
2024-05-01,"16","028","635",20
2024-05-01,"16","028","637",76
2024-05-01,"16","029","225",2
2024-05-01,"17","026","063",1
2024-05-01,"17","027","249",7
2024-05-01,"17","028","635",3
2024-05-01,"17","028","637",9
2024-06-01,"01","026","063",1
2024-06-01,"01","028","635",2
2024-06-01,"01","028","637",6
2024-06-01,"01","029","225",1
2024-06-01,"02","027","249",4
2024-06-01,"02","028","635",2
2024-06-01,"02","028","637",14
2024-06-01,"03","025","026",2
2024-06-01,"03","027","249",10
2024-06-01,"03","028","635",2
2024-06-01,"03","028","637",15
2024-06-01,"03","029","225",3
2024-06-01,"04","025","026",1
2024-06-01,"04","027","249",3
2024-06-01,"04","028","635",4
2024-06-01,"04","028","637",9
2024-06-01,"05","027","249",5
2024-06-01,"05","028","635",6
2024-06-01,"05","028","637",10
2024-06-01,"05","029","225",1
2024-06-01,"06","026","063",2
2024-06-01,"06","027","249",37
2024-06-01,"06","028","635",8
2024-06-01,"06","028","637",91
2024-06-01,"06","029","225",5
2024-06-01,"07","026","063",1
2024-06-01,"07","027","249",8
2024-06-01,"07","028","635",8
2024-06-01,"07","028","637",14
2024-06-01,"07","029","225",2
2024-06-01,"08","027","249",6
2024-06-01,"08","028","635",3
2024-06-01,"08","028","637",5
2024-06-01,"09","026","063",1
2024-06-01,"09","027","249",1
2024-06-01,"09","028","635",3
2024-06-01,"09","028","637",3
2024-06-01,"11","025","026",1
2024-06-01,"11","026","063",1
2024-06-01,"11","027","249",1
2024-06-01,"11","028","635",2
2024-06-01,"11","028","637",1
2024-06-01,"11","029","225",1
2024-06-01,"12","026","063",1
2024-06-01,"12","027","249",4
2024-06-01,"12","028","635",7
2024-06-01,"12","028","637",10
2024-06-01,"13","026","063",1
2024-06-01,"13","026","660",1
2024-06-01,"13","027","249",8
2024-06-01,"13","028","635",4
2024-06-01,"13","028","637",9
2024-06-01,"14","026","063",1
2024-06-01,"14","027","249",13
2024-06-01,"14","028","635",6
2024-06-01,"14","028","636",2
2024-06-01,"14","028","637",20
2024-06-01,"15","025","026",1
2024-06-01,"15","026","063",3
2024-06-01,"15","027","249",9
2024-06-01,"15","028","635",6
2024-06-01,"15","028","637",31
2024-06-01,"15","029","225",2
2024-06-01,"16","027","249",34
2024-06-01,"16","028","635",16
2024-06-01,"16","028","637",48
2024-06-01,"16","029","225",3
2024-06-01,"17","025","026",1
2024-06-01,"17","027","249",5
2024-06-01,"17","028","635",2
2024-06-01,"17","028","637",4
2024-06-01,"17","029","225",2
2024-07-01,"01","026","063",1
2024-07-01,"01","027","249",3
2024-07-01,"01","028","635",4
2024-07-01,"01","028","637",4
2024-07-01,"01","029","225",2
2024-07-01,"02","026","063",1
2024-07-01,"02","027","249",6
2024-07-01,"02","028","635",3
2024-07-01,"02","028","637",17
2024-07-01,"03","027","249",11
2024-07-01,"03","028","635",6
2024-07-01,"03","028","637",19
2024-07-01,"03","029","225",1
2024-07-01,"04","027","249",3
2024-07-01,"04","028","635",13
2024-07-01,"04","028","637",11
2024-07-01,"05","027","249",3
2024-07-01,"05","028","635",3
2024-07-01,"05","028","637",13
2024-07-01,"06","026","063",1
2024-07-01,"06","027","249",45
2024-07-01,"06","028","635",15
2024-07-01,"06","028","637",62
2024-07-01,"06","029","225",7
2024-07-01,"07","025","026",1
2024-07-01,"07","027","249",6
2024-07-01,"07","028","635",4
2024-07-01,"07","028","637",33
2024-07-01,"07","029","225",4
2024-07-01,"08","027","249",4
2024-07-01,"08","028","635",2
2024-07-01,"08","028","637",5
2024-07-01,"08","029","225",1
2024-07-01,"09","027","249",2
2024-07-01,"09","028","635",1
2024-07-01,"09","028","637",4
2024-07-01,"11","027","249",1
2024-07-01,"11","028","635",3
2024-07-01,"11","028","637",4
2024-07-01,"12","026","063",1
2024-07-01,"12","027","249",4
2024-07-01,"12","028","635",4
2024-07-01,"12","028","637",23
2024-07-01,"13","027","249",7
2024-07-01,"13","028","635",6
2024-07-01,"13","028","637",17
2024-07-01,"13","029","225",3
2024-07-01,"14","025","026",1
2024-07-01,"14","026","063",1
2024-07-01,"14","027","249",12
2024-07-01,"14","028","635",5
2024-07-01,"14","028","637",37
2024-07-01,"15","025","026",1
2024-07-01,"15","026","063",1
2024-07-01,"15","027","249",13
2024-07-01,"15","028","635",8
2024-07-01,"15","028","637",44
2024-07-01,"15","029","225",3
2024-07-01,"16","026","063",3
2024-07-01,"16","027","249",37
2024-07-01,"16","028","635",18
2024-07-01,"16","028","637",66
2024-07-01,"16","029","225",1
2024-07-01,"17","027","249",1
2024-07-01,"17","028","635",3
2024-07-01,"17","028","637",6
2024-08-01,"01","026","063",1
2024-08-01,"01","027","249",2
2024-08-01,"01","028","635",5
2024-08-01,"01","028","637",7
2024-08-01,"01","029","225",4
2024-08-01,"02","026","063",2
2024-08-01,"02","027","249",4
2024-08-01,"02","028","637",16
2024-08-01,"03","026","063",1
2024-08-01,"03","027","249",7
2024-08-01,"03","028","635",4
2024-08-01,"03","028","636",1
2024-08-01,"03","028","637",18
2024-08-01,"03","029","225",1
2024-08-01,"04","025","026",1
2024-08-01,"04","026","063",1
2024-08-01,"04","027","249",3
2024-08-01,"04","028","635",3
2024-08-01,"04","028","637",22
2024-08-01,"05","026","063",1
2024-08-01,"05","027","249",4
2024-08-01,"05","028","635",4
2024-08-01,"05","028","637",15
2024-08-01,"05","029","225",1
2024-08-01,"06","025","026",1
2024-08-01,"06","027","249",47
2024-08-01,"06","028","635",19
2024-08-01,"06","028","637",76
2024-08-01,"06","029","225",3
2024-08-01,"07","027","249",7
2024-08-01,"07","028","635",2
2024-08-01,"07","028","637",30
2024-08-01,"07","029","225",1
2024-08-01,"08","028","635",4
2024-08-01,"08","028","637",4
2024-08-01,"08","029","225",3
2024-08-01,"09","028","637",7
2024-08-01,"11","025","026",1
2024-08-01,"11","026","063",1
2024-08-01,"11","027","249",1
2024-08-01,"11","028","635",1
2024-08-01,"11","028","637",9
2024-08-01,"12","027","249",5
2024-08-01,"12","028","635",8
2024-08-01,"12","028","637",20
2024-08-01,"12","029","225",6
2024-08-01,"13","027","249",5
2024-08-01,"13","028","635",4
2024-08-01,"13","028","637",20
2024-08-01,"14","026","063",1
2024-08-01,"14","027","249",3
2024-08-01,"14","028","635",9
2024-08-01,"14","028","637",36
2024-08-01,"14","029","225",1
2024-08-01,"15","025","026",2
2024-08-01,"15","026","063",1
2024-08-01,"15","027","249",14
2024-08-01,"15","028","635",17
2024-08-01,"15","028","637",48
2024-08-01,"15","029","225",2
2024-08-01,"16","025","026",2
2024-08-01,"16","027","249",19
2024-08-01,"16","028","635",15
2024-08-01,"16","028","637",65
2024-08-01,"16","029","225",2
2024-08-01,"17","027","249",1
2024-08-01,"17","028","635",1
2024-08-01,"17","028","637",14
2024-08-01,"17","029","225",1
2024-09-01,"01","026","063",2
2024-09-01,"01","028","635",1
2024-09-01,"01","028","637",12
2024-09-01,"02","025","026",1
2024-09-01,"02","026","063",3
2024-09-01,"02","027","249",3
2024-09-01,"02","028","635",2
2024-09-01,"02","028","636",1
2024-09-01,"02","028","637",8
2024-09-01,"03","025","026",2
2024-09-01,"03","026","063",1
2024-09-01,"03","027","249",16
2024-09-01,"03","028","635",5
2024-09-01,"03","028","637",19
2024-09-01,"03","029","225",1
2024-09-01,"04","027","249",1
2024-09-01,"04","028","635",2
2024-09-01,"04","028","636",1
2024-09-01,"04","028","637",4
2024-09-01,"05","025","026",2
2024-09-01,"05","027","249",2
2024-09-01,"05","028","635",2
2024-09-01,"05","028","637",8
2024-09-01,"06","025","026",4
2024-09-01,"06","027","249",52
2024-09-01,"06","028","635",10
2024-09-01,"06","028","637",74
2024-09-01,"06","029","225",21
2024-09-01,"07","025","026",6
2024-09-01,"07","026","063",1
2024-09-01,"07","027","249",11
2024-09-01,"07","028","635",3
2024-09-01,"07","028","637",29
2024-09-01,"08","028","635",5
2024-09-01,"08","028","637",8
2024-09-01,"09","028","637",5
2024-09-01,"09","029","225",2
2024-09-01,"11","026","063",1
2024-09-01,"11","027","249",1
2024-09-01,"11","028","635",1
2024-09-01,"11","028","637",4
2024-09-01,"12","026","063",1
2024-09-01,"12","027","249",8
2024-09-01,"12","028","635",5
2024-09-01,"12","028","637",15
2024-09-01,"12","029","225",3
2024-09-01,"13","027","249",6
2024-09-01,"13","028","635",5
2024-09-01,"13","028","637",24
2024-09-01,"14","027","249",5
2024-09-01,"14","028","635",10
2024-09-01,"14","028","637",21
2024-09-01,"14","029","225",5
2024-09-01,"15","025","026",3
2024-09-01,"15","027","249",22
2024-09-01,"15","028","635",15
2024-09-01,"15","028","637",36
2024-09-01,"15","029","225",5
2024-09-01,"16","025","026",4
2024-09-01,"16","026","063",3
2024-09-01,"16","027","249",42
2024-09-01,"16","028","635",17
2024-09-01,"16","028","637",76
2024-09-01,"16","029","225",3
2024-09-01,"17","025","026",1
2024-09-01,"17","026","063",2
2024-09-01,"17","027","249",1
2024-09-01,"17","028","635",1
2024-09-01,"17","028","637",15
2024-10-01,"01","025","026",2
2024-10-01,"01","026","063",3
2024-10-01,"01","027","249",1
2024-10-01,"01","028","635",3
2024-10-01,"01","028","637",10
2024-10-01,"01","029","225",1
2024-10-01,"02","025","026",2
2024-10-01,"02","027","249",3
2024-10-01,"02","028","635",4
2024-10-01,"02","028","637",16
2024-10-01,"02","029","225",1
2024-10-01,"03","025","026",2
2024-10-01,"03","026","063",2
2024-10-01,"03","027","249",9
2024-10-01,"03","028","635",3
2024-10-01,"03","028","637",30
2024-10-01,"03","029","225",1
2024-10-01,"04","025","026",1
2024-10-01,"04","027","249",2
2024-10-01,"04","028","635",2
2024-10-01,"04","028","637",16
2024-10-01,"04","029","225",1
2024-10-01,"05","025","026",3
2024-10-01,"05","026","063",1
2024-10-01,"05","027","249",3
2024-10-01,"05","028","635",4
2024-10-01,"05","028","637",12
2024-10-01,"06","025","026",2
2024-10-01,"06","026","063",1
2024-10-01,"06","027","249",48
2024-10-01,"06","028","635",19
2024-10-01,"06","028","636",1
2024-10-01,"06","028","637",81
2024-10-01,"06","029","225",4
2024-10-01,"07","025","026",1
2024-10-01,"07","026","063",4
2024-10-01,"07","027","249",11
2024-10-01,"07","028","635",7
2024-10-01,"07","028","637",24
2024-10-01,"07","029","225",1
2024-10-01,"08","025","026",2
2024-10-01,"08","028","635",2
2024-10-01,"08","028","637",14
2024-10-01,"08","029","225",1
2024-10-01,"09","025","026",1
2024-10-01,"09","026","063",1
2024-10-01,"09","027","249",3
2024-10-01,"09","028","637",2
2024-10-01,"11","025","026",1
2024-10-01,"11","028","635",3
2024-10-01,"11","028","637",7
2024-10-01,"11","029","225",2
2024-10-01,"12","025","026",2
2024-10-01,"12","026","063",2
2024-10-01,"12","027","249",12
2024-10-01,"12","028","635",5
2024-10-01,"12","028","637",17
2024-10-01,"12","029","225",1
2024-10-01,"13","025","026",1
2024-10-01,"13","027","249",8
2024-10-01,"13","028","635",1
2024-10-01,"13","028","637",17
2024-10-01,"13","029","225",2
2024-10-01,"14","025","026",3
2024-10-01,"14","026","063",2
2024-10-01,"14","027","249",15
2024-10-01,"14","028","635",6
2024-10-01,"14","028","637",25
2024-10-01,"15","025","026",4
2024-10-01,"15","026","063",3
2024-10-01,"15","027","249",38
2024-10-01,"15","028","635",6
2024-10-01,"15","028","637",81
2024-10-01,"15","029","225",3
2024-10-01,"16","025","026",13
2024-10-01,"16","026","063",4
2024-10-01,"16","027","249",25
2024-10-01,"16","028","635",14
2024-10-01,"16","028","637",110
2024-10-01,"16","029","225",6
2024-10-01,"17","025","026",5
2024-10-01,"17","026","063",1
2024-10-01,"17","027","249",3
2024-10-01,"17","028","635",4
2024-10-01,"17","028","637",7
2024-10-01,"17","029","225",2
2024-11-01,"01","026","063",1
2024-11-01,"01","027","249",1
2024-11-01,"01","028","637",9
2024-11-01,"02","025","026",1
2024-11-01,"02","026","063",2
2024-11-01,"02","026","660",1
2024-11-01,"02","027","249",5
2024-11-01,"02","028","635",4
2024-11-01,"02","028","637",16
2024-11-01,"02","029","225",2
2024-11-01,"03","027","249",10
2024-11-01,"03","028","635",9
2024-11-01,"03","028","637",26
2024-11-01,"03","029","225",5
2024-11-01,"04","025","026",1
2024-11-01,"04","026","063",1
2024-11-01,"04","027","249",7
2024-11-01,"04","028","635",7
2024-11-01,"04","028","637",16
2024-11-01,"05","026","063",1
2024-11-01,"05","027","249",4
2024-11-01,"05","028","635",3
2024-11-01,"05","028","637",19
2024-11-01,"06","025","026",4
2024-11-01,"06","027","249",51
2024-11-01,"06","028","635",11
2024-11-01,"06","028","637",101
2024-11-01,"06","029","225",9
2024-11-01,"07","026","063",3
2024-11-01,"07","027","249",5
2024-11-01,"07","028","635",4
2024-11-01,"07","028","637",28
2024-11-01,"08","025","026",1
2024-11-01,"08","026","063",2
2024-11-01,"08","027","249",1
2024-11-01,"08","028","635",2
2024-11-01,"08","028","637",10
2024-11-01,"08","029","225",1
2024-11-01,"09","027","249",4
2024-11-01,"09","028","637",3
2024-11-01,"11","028","635",4
2024-11-01,"11","028","637",5
2024-11-01,"11","029","225",1
2024-11-01,"12","026","063",1
2024-11-01,"12","027","249",8
2024-11-01,"12","028","635",4
2024-11-01,"12","028","637",18
2024-11-01,"12","029","225",1
2024-11-01,"13","027","249",6
2024-11-01,"13","028","635",5
2024-11-01,"13","028","637",18
2024-11-01,"13","029","225",1
2024-11-01,"14","025","026",1
2024-11-01,"14","027","249",17
2024-11-01,"14","028","635",9
2024-11-01,"14","028","637",35
2024-11-01,"14","029","225",5
2024-11-01,"15","025","026",2
2024-11-01,"15","026","063",2
2024-11-01,"15","027","249",18
2024-11-01,"15","028","635",7
2024-11-01,"15","028","637",47
2024-11-01,"15","029","225",1
2024-11-01,"16","025","026",4
2024-11-01,"16","027","249",44
2024-11-01,"16","028","635",16
2024-11-01,"16","028","637",78
2024-11-01,"16","029","225",4
2024-11-01,"17","026","063",1
2024-11-01,"17","028","635",3
2024-11-01,"17","028","637",11
2024-12-01,"01","027","249",3
2024-12-01,"01","028","635",2
2024-12-01,"01","028","637",11
2024-12-01,"02","025","026",1
2024-12-01,"02","026","063",1
2024-12-01,"02","027","249",9
2024-12-01,"02","028","635",1
2024-12-01,"02","028","637",13
2024-12-01,"02","029","225",1
2024-12-01,"03","027","249",10
2024-12-01,"03","028","635",3
2024-12-01,"03","028","637",16
2024-12-01,"03","029","225",1
2024-12-01,"04","026","063",1
2024-12-01,"04","027","249",5
2024-12-01,"04","028","635",5
2024-12-01,"04","028","637",10
2024-12-01,"05","027","249",7
2024-12-01,"05","028","635",4
2024-12-01,"05","028","637",8
2024-12-01,"05","029","225",1
2024-12-01,"06","025","026",1
2024-12-01,"06","027","249",50
2024-12-01,"06","028","635",11
2024-12-01,"06","028","637",52
2024-12-01,"06","029","225",9
2024-12-01,"07","027","249",5
2024-12-01,"07","028","635",1
2024-12-01,"07","028","637",19
2024-12-01,"07","029","225",2
2024-12-01,"08","026","063",1
2024-12-01,"08","027","249",3
2024-12-01,"08","028","635",1
2024-12-01,"08","028","637",5
2024-12-01,"09","027","249",3
2024-12-01,"09","028","635",1
2024-12-01,"09","028","637",2
2024-12-01,"09","029","225",1
2024-12-01,"11","026","063",2
2024-12-01,"11","027","249",1
2024-12-01,"11","028","637",6
2024-12-01,"11","029","225",1
2024-12-01,"12","026","063",1
2024-12-01,"12","027","249",9
2024-12-01,"12","028","635",2
2024-12-01,"12","028","637",19
2024-12-01,"12","029","225",1
2024-12-01,"13","026","063",1
2024-12-01,"13","027","249",10
2024-12-01,"13","028","635",4
2024-12-01,"13","028","637",12
2024-12-01,"13","029","225",2
2024-12-01,"14","026","063",3
2024-12-01,"14","027","249",13
2024-12-01,"14","028","635",3
2024-12-01,"14","028","637",23
2024-12-01,"14","029","225",6
2024-12-01,"15","026","063",8
2024-12-01,"15","027","249",43
2024-12-01,"15","028","635",11
2024-12-01,"15","028","637",37
2024-12-01,"15","029","225",4
2024-12-01,"16","026","063",3
2024-12-01,"16","027","249",30
2024-12-01,"16","028","635",14
2024-12-01,"16","028","637",62
2024-12-01,"16","029","225",6
2024-12-01,"17","026","063",1
2024-12-01,"17","027","249",3
2024-12-01,"17","028","635",1
2024-12-01,"17","028","637",8
2025-01-01,"01","026","063",1
2025-01-01,"01","028","635",4
2025-01-01,"01","028","637",5
2025-01-01,"01","029","225",2
2025-01-01,"02","027","249",6
2025-01-01,"02","028","635",3
2025-01-01,"02","028","637",16
2025-01-01,"03","027","249",10
2025-01-01,"03","028","635",4
2025-01-01,"03","028","637",23
2025-01-01,"04","027","249",6
2025-01-01,"04","028","635",5
2025-01-01,"04","028","637",12
2025-01-01,"04","029","225",1
2025-01-01,"05","026","063",1
2025-01-01,"05","027","249",6
2025-01-01,"05","028","635",3
2025-01-01,"05","028","637",10
2025-01-01,"06","027","249",28
2025-01-01,"06","028","635",14
2025-01-01,"06","028","636",1
2025-01-01,"06","028","637",89
2025-01-01,"06","029","225",2
2025-01-01,"07","026","063",1
2025-01-01,"07","027","249",8
2025-01-01,"07","028","635",5
2025-01-01,"07","028","637",35
2025-01-01,"07","029","225",1
2025-01-01,"08","028","635",1
2025-01-01,"08","028","637",8
